category,age,country,countryOfCitizenship,selfMade,gender,finalWorth
Media & Entertainment,2,United States,United States,True,F,1
Food & Beverage,3,China,China,True,M,1
Metals & Mining,2,Singapore,Taiwan,True,M,1
Fashion & Retail,1,China,China,True,M,1
Technology,1,United States,United States,True,M,1
Automotive,3,United Arab Emirates,United Arab Emirates,False,M,1
Energy,3,United States,United States,False,M,1
Media & Entertainment,2,South Africa,South Africa,True,M,1
Healthcare,1,Germany,Germany,False,M,1
Fashion & Retail,2,United States,Taiwan,True,M,1
Fashion & Retail,3,Brazil,Brazil,False,M,1
Finance & Investments,2,Switzerland,Switzerland,True,M,1
Fashion & Retail,3,United States,United States,True,F,1
Finance & Investments,3,United States,United States,True,M,1
Healthcare,2,France,France,True,M,1
Finance & Investments,1,Switzerland,Switzerland,True,M,1
Gambling & Casinos,3,Germany,Germany,True,M,1
Real Estate,2,Canada,Canada,True,M,1
Finance & Investments,3,United Kingdom,United Kingdom,True,M,1
Healthcare,3,China,China,True,M,1
Diversified,2,Singapore,Singapore,False,M,1
Manufacturing,3,United States,United States,False,F,1
Media & Entertainment,2,India,India,True,M,1
Finance & Investments,1,United States,United States,True,M,1
Manufacturing,2,United States,United States,True,M,1
Food & Beverage,1,China,China,True,M,1
Metals & Mining,2,Switzerland,United States,True,M,1
Finance & Investments,2,United States,United States,False,M,1
Real Estate,2,China,China,True,M,1
Manufacturing,2,China,China,True,M,1
Diversified,2,India,India,False,M,1
Finance & Investments,2,Switzerland,Switzerland,True,M,1
Technology,1,Netherlands,Netherlands,True,M,1
Diversified,2,Philippines,Philippines,False,M,1
Diversified,2,Philippines,Philippines,False,M,1
Diversified,3,Philippines,Philippines,True,M,1
Technology,2,Taiwan,Taiwan,True,M,1
Media & Entertainment,3,United States,United States,False,M,1
Real Estate,3,United States,United States,True,M,1
Finance & Investments,2,Switzerland,Switzerland,True,M,1
Technology,1,United States,United States,True,M,1
Manufacturing,1,China,China,True,M,1
Manufacturing,1,China,China,True,M,1
Real Estate,3,United States,United States,True,M,1
Finance & Investments,2,United Kingdom,Ireland,True,M,1
Energy,2,United States,United States,False,M,1
Technology,1,United States,United States,True,M,1
Technology,1,United States,United States,True,M,1
Fashion & Retail,2,United States,United States,True,M,1
Technology,3,Taiwan,Taiwan,True,M,1
Real Estate,3,Taiwan,Taiwan,True,M,1
Finance & Investments,2,,Taiwan,True,M,1
Manufacturing,1,Hong Kong,Hong Kong,True,F,1
Technology,2,India,India,True,M,1
Diversified,2,United States,United States,True,M,1
Diversified,2,United States,United States,True,M,1
Technology,1,Sweden,Sweden,True,M,1
Fashion & Retail,2,United States,United States,False,M,1
Fashion & Retail,2,Germany,Germany,False,M,1
Construction & Engineering,1,Turkey,Turkey,True,M,1
Finance & Investments,1,United States,United States,False,M,1
Technology,1,China,China,True,M,1
Finance & Investments,2,United States,United States,True,M,1
Technology,1,South Korea,United States,True,M,1
Food & Beverage,1,China,China,True,M,1
Healthcare,2,Hong Kong,China,True,M,1
Finance & Investments,2,Guernsey,Guernsey,True,M,1
Fashion & Retail,1,,Germany,False,M,1
Food & Beverage,1,China,China,True,F,1
Finance & Investments,1,China,China,True,M,1
Gambling & Casinos,2,Malaysia,Malaysia,False,M,1
Food & Beverage,3,India,India,False,M,1
Food & Beverage,3,United States,United States,True,M,1
Fashion & Retail,2,China,China,True,M,1
Food & Beverage,1,Russia,Russia,True,M,1
Food & Beverage,3,United States,United States,True,M,1
Fashion & Retail,3,United States,Monaco,True,M,1
Finance & Investments,2,Brazil,Brazil,True,M,1
Food & Beverage,1,Switzerland,Italy,False,M,1
Food & Beverage,1,Switzerland,Italy,False,M,1
Fashion & Retail,2,Italy,Italy,False,M,1
Fashion & Retail,3,Italy,Italy,False,F,1
Diversified,2,Turkey,Turkey,False,F,1
Food & Beverage,2,United States,United States,False,M,1
Finance & Investments,3,Switzerland,Switzerland,False,M,1
Healthcare,3,Switzerland,Switzerland,False,M,1
Real Estate,1,United States,United States,False,M,1
Fashion & Retail,3,Hong Kong,Hong Kong,True,M,1
Technology,2,China,China,True,M,1
Finance & Investments,2,Taiwan,Taiwan,False,M,1
Technology,2,United States,United States,True,F,1
Finance & Investments,2,United Kingdom,Switzerland,False,M,1
Real Estate,3,Australia,Australia,True,M,1
Manufacturing,2,China,China,True,M,1
Real Estate,2,China,China,True,M,1
Food & Beverage,3,Germany,Germany,True,M,1
Fashion & Retail,2,China,China,True,M,1
Manufacturing,2,China,China,True,M,1
Healthcare,2,Liechtenstein,Liechtenstein,False,M,1
Manufacturing,3,China,China,True,M,1
Real Estate,3,United States,United States,True,M,1
Finance & Investments,1,United States,United States,True,M,1
Energy,1,Russia,Russia,True,M,1
Diversified,2,Turkey,Turkey,True,M,1
Technology,2,United States,United States,True,M,1
Fashion & Retail,2,Bahamas,Australia,True,M,1
Finance & Investments,3,United States,United States,False,M,1
Finance & Investments,1,China,China,False,F,1
Healthcare,2,China,China,True,M,1
Finance & Investments,2,Ireland,Ireland,True,M,1
Healthcare,1,China,China,True,M,1
Fashion & Retail,2,United States,United States,True,M,1
Food & Beverage,2,China,China,True,M,1
Finance & Investments,2,United States,United States,True,M,1
Finance & Investments,2,United States,United States,True,M,1
Healthcare,2,China,United States,True,M,1
Automotive,3,Israel,Israel,False,M,1
Technology,3,Germany,Germany,True,M,1
Healthcare,3,Germany,Germany,True,M,1
Real Estate,2,China,Canada,True,M,1
Finance & Investments,3,United States,United States,False,M,1
Fashion & Retail,2,United States,United States,True,M,1
Automotive,3,United States,United States,True,M,1
Fashion & Retail,1,China,China,True,M,1
Finance & Investments,2,United States,United States,True,M,1
Fashion & Retail,3,Australia,Australia,True,M,1
Diversified,1,Singapore,Singapore,True,M,1
Diversified,2,Thailand,Thailand,False,M,1
Technology,1,United States,Canada,True,M,1
Energy,2,United States,Cyprus,True,M,1
Finance & Investments,3,United States,United States,True,M,1
Finance & Investments,3,United States,United States,True,M,1
Real Estate,1,United States,Israel,True,M,1
Diversified,1,Vietnam,Vietnam,True,F,1
Food & Beverage,2,China,China,True,M,1
Manufacturing,2,Australia,Australia,False,F,1
Technology,1,China,China,True,M,1
Technology,2,United States,United States,True,M,1
Healthcare,3,India,India,True,M,1
Sports,3,United States,United States,True,M,1
Technology,1,United States,United States,True,M,1
Fashion & Retail,3,Switzerland,Switzerland,True,M,1
Healthcare,3,United States,United States,True,F,1
Technology,1,Canada,Canada,True,M,1
Technology,2,United States,United States,True,M,1
Real Estate,1,United States,United States,False,M,1
Technology,2,United States,United States,True,M,1
Finance & Investments,2,United States,United States,True,M,1
Diversified,2,Philippines,Philippines,False,M,1
Diversified,2,Philippines,Philippines,False,F,1
Real Estate,3,Japan,Japan,True,M,1
Manufacturing,2,China,China,True,M,1
Technology,1,China,Hong Kong,True,M,1
Fashion & Retail,2,Sweden,Sweden,False,F,1
Healthcare,1,United Arab Emirates,India,False,M,1
Technology,1,India,India,False,F,1
Fashion & Retail,2,China,China,True,M,1
Service,3,China,China,True,M,1
Food & Beverage,2,Israel,Israel,False,M,1
Energy,1,China,China,True,M,1
Food & Beverage,1,China,China,True,M,1
Manufacturing,2,Hong Kong,Hong Kong,True,M,1
Logistics,2,China,China,True,M,1
Finance & Investments,2,United States,Israel,True,M,1
Manufacturing,1,Canada,Canada,False,M,1
Energy,2,China,China,True,M,1
Metals & Mining,1,United Kingdom,United Kingdom,True,M,1
Food & Beverage,1,United States,United States,True,M,1
Construction & Engineering,1,France,France,False,M,1
Construction & Engineering,2,,France,False,M,1
Gambling & Casinos,3,United States,United States,True,M,1
Food & Beverage,2,India,India,False,M,1
Manufacturing,2,China,China,True,M,1
Technology,3,Taiwan,Taiwan,True,M,1
Technology,1,China,China,False,M,1
Energy,2,Hong Kong,Hong Kong,True,M,1
Healthcare,3,Switzerland,Switzerland,True,M,1
Fashion & Retail,2,Italy,Italy,True,M,1
Technology,2,Germany,Germany,True,M,1
Diversified,1,United Kingdom,Bulgaria,True,M,1
Diversified,1,United Kingdom,Bulgaria,True,M,1
Real Estate,3,Australia,Australia,True,M,1
Energy,2,United States,United States,True,M,1
Fashion & Retail,2,Italy,Italy,True,M,1
Manufacturing,2,China,China,True,M,1
Energy,3,United States,United States,False,M,1
Energy,2,United States,United States,True,M,1
Healthcare,3,United States,United Kingdom,True,M,1
Diversified,2,India,India,False,M,1
Diversified,2,India,India,False,M,1
Real Estate,2,United States,United States,False,F,1
Fashion & Retail,2,Norway,Norway,True,M,1
Real Estate,2,Switzerland,Lebanon,False,M,1
Fashion & Retail,2,Spain,Spain,False,F,1
Diversified,3,Taiwan,Taiwan,False,M,1
Manufacturing,1,China,China,True,M,1
Technology,1,United States,United States,True,M,1
Technology,2,Russia,Russia,True,M,1
Fashion & Retail,1,Cyprus,Russia,True,M,1
Food & Beverage,1,Russia,Russia,True,M,1
Real Estate,2,Hong Kong,Hong Kong,False,M,1
Manufacturing,1,Hong Kong,Hong Kong,True,F,1
Finance & Investments,2,United States,United States,True,M,1
Finance & Investments,3,France,France,True,M,1
Sports,2,United States,United States,True,M,1
Real Estate,3,Taiwan,Taiwan,False,F,1
Manufacturing,2,China,China,True,M,1
Fashion & Retail,1,Cyprus,Russia,True,M,1
Food & Beverage,1,United States,United States,True,M,1
Technology,1,China,China,True,F,1
Diversified,2,India,India,False,M,1
Fashion & Retail,2,India,India,False,M,1
Diversified,1,Sweden,Sweden,False,F,1
Healthcare,2,India,India,True,F,1
Automotive,2,India,India,False,M,1
Technology,1,China,China,True,M,1
Manufacturing,3,Ireland,Ireland,True,M,1
Finance & Investments,2,Russia,Russia,True,M,1
Manufacturing,2,China,China,True,M,1
Construction & Engineering,3,Spain,Spain,True,M,1
Metals & Mining,2,Ukraine,Ukraine,True,M,1
Technology,1,United States,United States,True,M,1
Technology,1,India,India,True,M,1
Construction & Engineering,2,India,India,True,M,1
Fashion & Retail,1,United States,United States,True,M,1
Healthcare,1,China,China,True,M,1
Finance & Investments,2,United Arab Emirates,Thailand,True,M,1
Food & Beverage,1,Singapore,Singapore,True,F,1
Healthcare,3,United States,United States,True,M,1
Automotive,2,India,India,False,M,1
Fashion & Retail,2,United States,United States,True,M,1
Food & Beverage,2,China,China,True,M,1
Finance & Investments,1,Russia,Russia,True,M,1
Fashion & Retail,2,Germany,Germany,True,M,1
Food & Beverage,2,United States,United States,False,F,1
Food & Beverage,1,United States,Turkey,True,M,1
Construction & Engineering,1,China,China,True,M,1
Food & Beverage,2,China,Taiwan,True,M,1
Food & Beverage,2,Taiwan,Taiwan,True,M,1
Food & Beverage,2,China,Taiwan,True,M,1
Food & Beverage,2,Taiwan,Taiwan,True,M,1
Gambling & Casinos,3,United States,United States,True,F,1
Automotive,1,China,China,True,M,1
Fashion & Retail,2,Hong Kong,Hong Kong,True,M,1
Manufacturing,2,China,China,True,M,1
Manufacturing,2,China,China,True,M,1
Manufacturing,1,China,Canada,True,F,1
Healthcare,2,China,Singapore,False,M,1
Construction & Engineering,3,India,India,False,F,1
Fashion & Retail,3,United Kingdom,Egypt,True,M,1
Technology,1,United Kingdom,United Kingdom,True,M,1
Finance & Investments,3,Turks and Caicos Islands,United Kingdom,True,M,1
Technology,2,Czech Republic,Czech Republic,True,M,1
Healthcare,2,Germany,Germany,True,M,1
Manufacturing,1,China,China,True,M,1
Manufacturing,1,China,China,True,M,1
Diversified,2,Thailand,Thailand,False,M,1
Diversified,2,China,China,True,M,1
Food & Beverage,3,Monaco,Italy,False,F,1
Diversified,3,United States,United States,True,M,1
Healthcare,1,Monaco,Switzerland,False,M,1
Real Estate,2,United States,United States,False,F,1
Metals & Mining,1,United Kingdom,Australia,False,M,1
Technology,2,China,China,True,M,1
Manufacturing,2,Hong Kong,Hong Kong,True,M,1
Media & Entertainment,2,China,China,True,M,1
Finance & Investments,1,United States,United States,True,M,1
Sports,2,United States,United States,True,M,1
Real Estate,3,United States,United States,False,F,1
Technology,2,Israel,Israel,True,M,1
Healthcare,3,Finland,Finland,True,M,1
Technology,1,Hong Kong,Hong Kong,True,M,1
Technology,2,China,China,True,M,1
Technology,1,China,China,True,M,1
Manufacturing,2,China,China,False,M,1
Energy,2,China,China,True,M,1
Manufacturing,2,Thailand,India,False,M,1
Real Estate,2,Canada,Canada,True,M,1
Finance & Investments,2,Israel,Russia,True,M,1
Telecom,2,United States,United States,False,M,1
Manufacturing,2,China,China,True,M,1
Service,1,China,China,True,M,1
Finance & Investments,3,Singapore,Singapore,False,M,1
Metals & Mining,2,Australia,Australia,True,M,1
Technology,1,United States,United States,True,M,1
Service,2,United States,United States,False,F,1
Construction & Engineering,1,India,India,True,M,1
Metals & Mining,1,Australia,Australia,False,F,1
Metals & Mining,1,Australia,Australia,False,F,1
Finance & Investments,3,United States,United States,True,M,1
Manufacturing,2,India,India,True,M,1
Media & Entertainment,2,Poland,Poland,True,M,1
Manufacturing,1,,Czech Republic,False,M,1
Fashion & Retail,2,Germany,Germany,False,F,1
Technology,2,Indonesia,Indonesia,True,M,1
Sports,3,Canada,Canada,True,M,1
Finance & Investments,3,Thailand,Thailand,True,M,1
Finance & Investments,3,Romania,Romania,True,M,1
Metals & Mining,1,United States,Australia,False,F,1
Manufacturing,3,United States,United States,True,M,1
Fashion & Retail,1,,Czech Republic,True,M,1
Technology,2,China,China,True,M,1
Technology,2,China,China,True,M,1
Manufacturing,2,China,China,True,M,1
Technology,1,China,China,True,M,1
Energy,1,China,China,True,M,1
Healthcare,2,China,China,True,M,1
Diversified,2,Chile,Chile,False,M,1
Energy,2,Finland,Finland,True,M,1
Sports,1,United States,United States,True,M,1
Finance & Investments,3,Brazil,Brazil,True,M,1
Energy,1,Russia,Russia,True,M,1
Fashion & Retail,3,Italy,Italy,False,M,1
Fashion & Retail,2,United States,United States,False,M,1
Fashion & Retail,2,,United States,False,M,1
Fashion & Retail,2,China,China,True,M,1
Manufacturing,1,China,China,True,M,1
Energy,1,China,China,True,F,1
Technology,2,China,China,True,M,1
Diversified,1,Thailand,Thailand,False,M,1
Diversified,2,Thailand,Thailand,False,M,1
Food & Beverage,2,United States,United States,False,F,1
Food & Beverage,2,Spain,Spain,False,F,1
Sports,2,United States,United States,False,M,1
Finance & Investments,2,United States,United States,True,M,1
Healthcare,1,China,China,True,M,1
Automotive,1,Germany,Germany,False,M,1
Diversified,2,Turkey,Turkey,False,M,1
Diversified,2,Turkey,Turkey,False,M,1
Diversified,3,Argentina,Argentina,True,M,1
Real Estate,2,Hong Kong,Hong Kong,False,M,1
Fashion & Retail,2,China,Canada,True,M,1
Manufacturing,3,India,India,False,M,1
Diversified,1,Switzerland,Norway,False,F,1
Finance & Investments,3,Mexico,Mexico,True,M,1
Technology,1,United States,United States,True,M,1
Manufacturing,2,China,China,True,M,1
Real Estate,2,United States,United States,False,M,1
Real Estate,2,Hong Kong,Hong Kong,True,M,1
Finance & Investments,2,United States,United States,True,M,1
Finance & Investments,3,United States,United States,True,M,1
Finance & Investments,1,United Kingdom,Poland,False,F,1
Finance & Investments,2,United States,United States,True,M,1
Diversified,1,Thailand,Thailand,False,M,1
Food & Beverage,3,United States,United States,False,M,1
Real Estate,2,United States,United States,True,M,1
Real Estate,2,China,Hong Kong,True,M,1
Food & Beverage,2,United States,United States,False,F,1
Telecom,2,United Kingdom,Zimbabwe,True,M,1
Fashion & Retail,3,Hong Kong,United Kingdom,True,M,1
Technology,1,United Kingdom,United Kingdom,True,M,1
Food & Beverage,2,Japan,Japan,True,M,1
Manufacturing,2,India,India,False,M,1
Manufacturing,3,India,India,False,M,1
Finance & Investments,2,United States,United States,False,F,1
Fashion & Retail,3,India,India,True,M,1
Manufacturing,2,China,China,True,M,1
Finance & Investments,1,United States,United States,True,M,1
Construction & Engineering,3,United States,United States,True,M,1
Energy,1,China,China,True,M,1
Manufacturing,2,China,China,True,M,1
Technology,2,China,United States,True,M,1
Manufacturing,3,Taiwan,Taiwan,True,M,1
Finance & Investments,2,Indonesia,Indonesia,True,M,1
Food & Beverage,2,United States,United States,False,F,1
Diversified,2,Philippines,Philippines,False,F,1
Manufacturing,2,Indonesia,Indonesia,False,M,1
Construction & Engineering,2,Turkey,Turkey,False,M,1
Fashion & Retail,3,Japan,Japan,True,M,1
Energy,3,Greece,Greece,True,M,1
Real Estate,2,India,India,False,M,1
Real Estate,2,China,China,True,M,1
Fashion & Retail,3,China,Taiwan,True,M,1
Food & Beverage,3,United States,United States,False,F,1
Healthcare,2,China,China,False,F,1
Manufacturing,3,China,China,True,M,1
Finance & Investments,2,Israel,Russia,True,M,1
Diversified,2,China,China,True,M,1
Manufacturing,2,United States,United States,False,F,1
Technology,1,Australia,Australia,True,M,1
Fashion & Retail,1,United Kingdom,United Kingdom,False,M,1
Diversified,3,Qatar,Qatar,True,M,1
Sports,3,United States,United States,True,M,1
Real Estate,2,Japan,Japan,True,M,1
Fashion & Retail,1,Italy,Italy,False,F,1
Technology,2,India,India,True,M,1
Finance & Investments,2,United States,United States,True,M,1
Energy,3,Uruguay,Argentina,False,M,1
Food & Beverage,2,India,India,True,M,1
Diversified,2,Nepal,Nepal,False,M,1
Technology,1,United States,United States,True,M,1
Technology,2,United States,United States,True,M,1
Finance & Investments,2,United Kingdom,United Kingdom,True,M,1
Media & Entertainment,2,Netherlands,Netherlands,True,M,1
Construction & Engineering,2,Spain,Spain,False,M,1
Technology,2,China,China,True,M,1
Healthcare,3,United States,United States,True,M,1
Sports,3,United States,United States,False,M,1
Healthcare,3,United States,United States,True,M,1
Finance & Investments,3,Brazil,Brazil,False,M,1
Food & Beverage,3,United States,United States,False,M,1
Healthcare,3,India,India,False,M,1
Finance & Investments,2,United States,United States,True,M,1
Real Estate,2,China,China,True,M,1
Automotive,2,China,China,True,M,1
Healthcare,2,China,China,True,M,1
Healthcare,2,China,China,True,M,1
Technology,1,Cyprus,Cyprus,True,M,1
Diversified,1,South Korea,South Korea,False,M,1
Technology,1,United States,United States,True,M,1
Sports,2,United States,United States,True,M,1
Technology,1,United States,United States,True,M,1
Diversified,1,Sweden,Sweden,False,F,1
Metals & Mining,1,China,China,True,M,1
Media & Entertainment,2,Brazil,Brazil,False,M,1
Media & Entertainment,2,Brazil,Brazil,False,M,1
Media & Entertainment,3,Brazil,Brazil,False,M,1
Healthcare,2,United States,United States,True,M,1
Technology,3,Canada,Canada,True,M,1
Real Estate,1,Sweden,Sweden,True,M,1
Technology,1,Netherlands,Netherlands,True,M,1
Real Estate,3,India,India,True,M,1
Finance & Investments,3,Monaco,Monaco,False,M,1
Manufacturing,2,India,India,True,M,1
Food & Beverage,1,,Germany,False,F,1
Diversified,2,Turkey,Turkey,True,M,1
Technology,1,China,China,True,M,1
Media & Entertainment,2,Canada,Canada,False,M,1
Finance & Investments,3,United States,United States,True,M,1
Technology,1,United States,France,True,M,1
Media & Entertainment,3,Thailand,Thailand,False,M,1
Manufacturing,2,India,India,True,M,1
Technology,1,Germany,Germany,False,F,1
Metals & Mining,2,Russia,Russia,True,M,1
Food & Beverage,2,China,China,True,M,1
Energy,3,China,China,True,M,1
Technology,2,India,India,True,M,1
Fashion & Retail,2,South Korea,South Korea,False,M,1
Food & Beverage,2,Indonesia,Indonesia,True,M,1
Manufacturing,2,China,China,True,M,1
Logistics,3,Hong Kong,United States,True,M,1
Manufacturing,2,Vietnam,Vietnam,True,M,1
Technology,2,United States,United States,True,M,1
Finance & Investments,1,United States,United States,True,M,1
Technology,1,Netherlands,Netherlands,True,M,1
Manufacturing,2,Germany,Germany,False,M,1
Technology,1,United States,United States,True,M,1
Media & Entertainment,2,United States,United States,True,M,1
Technology,1,United States,United States,True,M,1
Metals & Mining,3,Australia,Malaysia,False,M,1
Finance & Investments,2,Taiwan,Taiwan,False,M,1
Energy,2,China,China,True,M,1
Healthcare,1,United States,United States,False,F,1
Real Estate,1,China,China,True,M,1
Fashion & Retail,3,Japan,Japan,True,M,1
Manufacturing,2,United States,Canada,False,M,1
Real Estate,2,China,China,True,M,1
Sports,2,United States,United States,False,F,1
Finance & Investments,1,United States,United States,True,M,1
Metals & Mining,3,Italy,Italy,True,M,1
Real Estate,2,Netherlands,Netherlands,False,M,1
Media & Entertainment,1,South Korea,South Korea,True,M,1
Finance & Investments,3,United States,United States,True,M,1
Technology,2,United States,United States,True,M,1
Manufacturing,1,China,China,True,M,1
Manufacturing,3,Netherlands,Netherlands,False,M,1
Food & Beverage,3,United States,United States,True,M,1
Finance & Investments,1,Czech Republic,Czech Republic,True,M,1
Healthcare,1,United States,United States,True,M,1
Finance & Investments,1,Italy,Italy,False,M,1
Automotive,2,France,France,False,M,1
Media & Entertainment,3,Japan,Japan,True,M,1
Finance & Investments,3,United States,United States,True,M,1
Finance & Investments,2,Switzerland,Germany,False,M,1
Real Estate,2,United States,United States,True,M,1
Fashion & Retail,2,Brazil,Brazil,True,M,1
Fashion & Retail,3,Australia,Australia,True,M,1
Technology,1,China,China,True,M,1
Real Estate,2,Thailand,Thailand,True,M,1
Finance & Investments,2,Canada,Canada,True,M,1
Manufacturing,2,Finland,Finland,False,M,1
Real Estate,2,Singapore,Singapore,False,M,1
Finance & Investments,3,Canada,Canada,True,M,1
Manufacturing,2,India,India,False,M,1
Real Estate,2,Thailand,Thailand,True,M,1
Healthcare,1,United States,United States,True,M,1
Fashion & Retail,2,South Korea,South Korea,True,M,1
Media & Entertainment,1,,South Korea,False,F,1
Media & Entertainment,1,,South Korea,False,F,1
Fashion & Retail,2,Turkey,Turkey,True,M,1
Real Estate,1,Hong Kong,Hong Kong,False,M,1
Real Estate,1,Hong Kong,Hong Kong,False,M,1
Logistics,1,China,China,True,M,1
Diversified,3,Malaysia,Malaysia,False,M,1
Technology,1,United States,United States,True,M,1
Healthcare,2,China,China,True,F,1
Healthcare,3,United States,United States,True,M,1
Food & Beverage,1,China,China,True,F,1
Food & Beverage,2,United States,United States,True,M,1
Metals & Mining,1,China,China,True,M,1
Technology,1,China,China,True,M,1
Technology,1,United States,United States,True,M,1
Finance & Investments,3,United States,United States,True,M,1
Technology,1,Japan,Japan,True,M,1
Fashion & Retail,2,Brazil,Brazil,True,M,1
Manufacturing,2,China,China,True,M,1
Fashion & Retail,2,Spain,Spain,True,M,1
Manufacturing,3,India,India,False,F,1
Fashion & Retail,2,Romania,Romania,True,M,1
Real Estate,2,United States,United States,True,M,1
Metals & Mining,2,Russia,Russia,True,M,1
Healthcare,2,China,China,True,M,1
Media & Entertainment,2,United States,United States,False,M,1
Food & Beverage,3,United States,United States,False,M,1
Manufacturing,3,China,China,True,M,1
Real Estate,2,United States,United States,True,M,1
Diversified,2,Russia,Russia,True,M,1
Healthcare,2,Japan,Japan,True,M,1
Manufacturing,3,India,India,True,M,1
Fashion & Retail,1,China,China,True,M,1
Real Estate,3,France,France,True,M,1
Diversified,2,United States,United States,False,M,1
Service,2,United States,United States,True,M,1
Manufacturing,3,Taiwan,Taiwan,True,M,1
Technology,2,China,China,True,M,1
Sports,2,United States,United States,True,M,1
Real Estate,3,United States,United States,True,M,1
Energy,3,United Kingdom,United Kingdom,False,M,1
Manufacturing,1,China,China,True,F,1
Food & Beverage,1,China,China,True,M,1
Manufacturing,2,China,China,True,M,1
Telecom,2,Russia,Russia,True,M,1
Technology,1,United States,United States,True,M,1
Logistics,1,China,China,True,F,1
Manufacturing,2,China,China,True,M,1
Manufacturing,2,China,China,True,F,1
Healthcare,2,United States,United States,True,M,1
Construction & Engineering,2,Malaysia,Malaysia,True,M,1
Finance & Investments,3,United States,United States,False,M,1
Metals & Mining,2,Switzerland,Russia,True,M,1
Finance & Investments,2,United States,United States,True,M,1
Finance & Investments,2,United States,United States,True,M,1
Manufacturing,1,China,China,True,M,1
Fashion & Retail,1,,Germany,False,M,1
Fashion & Retail,1,Austria,Germany,False,M,1
Food & Beverage,3,Germany,Germany,True,M,1
Technology,1,China,China,True,M,1
Technology,1,China,China,True,M,1
Real Estate,3,Taiwan,Taiwan,True,M,1
Technology,2,South Korea,South Korea,False,M,1
Real Estate,1,Slovakia,Slovakia,True,M,1
Construction & Engineering,2,United States,United States,True,M,1
Finance & Investments,3,Canada,Canada,True,M,1
Finance & Investments,2,United States,United States,True,M,1
Sports,2,United States,United States,True,M,1
Logistics,2,France,France,True,M,1
Finance & Investments,2,United States,United States,True,M,1
Technology,1,United States,Romania,True,M,1
Finance & Investments,1,Brazil,Brazil,False,M,1
Metals & Mining,1,Switzerland,Switzerland,True,M,1
Finance & Investments,3,United States,United States,True,M,1
Fashion & Retail,2,Canada,Canada,True,M,1
Healthcare,1,China,China,True,M,1
Healthcare,1,Switzerland,Switzerland,False,M,1
Finance & Investments,3,United States,United States,True,M,1
Finance & Investments,2,United States,United States,False,F,1
Sports,3,United States,United States,True,M,1
Energy,2,United States,United States,False,M,1
Manufacturing,2,Finland,Finland,False,F,1
Diversified,2,United States,United States,True,M,1
Media & Entertainment,3,United States,United States,False,M,1
Manufacturing,2,China,China,True,M,1
Metals & Mining,2,China,China,True,M,1
Real Estate,2,China,China,True,M,1
Fashion & Retail,2,Russia,Russia,True,M,1
Media & Entertainment,1,,South Korea,True,M,1
Healthcare,2,United States,United States,True,M,1
Energy,3,United States,United States,False,M,1
Manufacturing,2,Austria,Russia,True,M,1
Logistics,3,Japan,Japan,True,M,1
Healthcare,2,United States,United States,True,M,1
Diversified,2,United Kingdom,United Kingdom,True,M,1
Diversified,2,Greece,Greece,False,F,1
Real Estate,1,Malaysia,Malaysia,False,M,1
Real Estate,2,China,Hong Kong,True,M,1
Real Estate,2,China,Hong Kong,True,M,1
Technology,1,China,China,True,M,1
Technology,1,China,China,True,F,1
Real Estate,3,Hong Kong,Hong Kong,False,M,1
Telecom,3,Canada,Canada,True,M,1
Technology,2,United States,United States,True,M,1
Real Estate,2,United Arab Emirates,Oman,True,M,1
Energy,3,Italy,Italy,False,M,1
Finance & Investments,2,Israel,Israel,False,F,1
Automotive,2,Austria,Austria,True,M,1
Finance & Investments,2,Germany,Germany,False,M,1
Finance & Investments,2,Germany,Germany,False,M,1
Energy,2,United States,United States,True,M,1
Manufacturing,2,Spain,Spain,False,M,1
Metals & Mining,1,Spain,Spain,False,M,1
Food & Beverage,1,United States,United States,False,M,1
Food & Beverage,2,Thailand,Thailand,True,M,1
Manufacturing,1,China,China,True,M,1
Food & Beverage,1,Switzerland,Russia,True,M,1
Metals & Mining,2,United Kingdom,United States,True,M,1
Technology,1,United States,United States,True,M,1
Diversified,2,Russia,Russia,True,M,1
Service,2,United States,United States,False,M,1
Diversified,2,United States,United States,False,F,1
Diversified,2,United States,United States,False,M,1
Manufacturing,2,Austria,Austria,True,M,1
Healthcare,2,United States,United States,True,M,1
Manufacturing,1,Taiwan,Taiwan,False,F,1
Technology,1,India,India,True,M,1
Energy,2,Australia,Australia,True,M,1
Media & Entertainment,2,China,China,True,M,1
Media & Entertainment,1,China,China,True,M,1
Technology,2,United States,United States,True,M,1
Energy,2,United States,United States,True,M,1
Fashion & Retail,3,Australia,Australia,False,M,1
Fashion & Retail,3,Australia,Australia,False,M,1
Fashion & Retail,3,Australia,Australia,False,M,1
Technology,2,United States,United States,True,M,1
Manufacturing,2,China,China,True,M,1
Healthcare,1,China,China,True,F,1
Technology,1,China,China,True,M,1
Manufacturing,2,China,China,True,M,1
Technology,2,China,China,True,M,1
Healthcare,2,United States,United States,True,M,1
Technology,1,China,China,True,M,1
Automotive,1,China,China,True,M,1
Diversified,2,China,China,True,M,1
Manufacturing,1,China,China,True,F,1
Technology,1,China,China,True,M,1
Metals & Mining,3,China,China,True,M,1
Food & Beverage,2,China,China,True,M,1
Gambling & Casinos,1,Sweden,Sweden,True,M,1
Food & Beverage,3,India,India,False,M,0
Diversified,2,Morocco,Morocco,False,M,0
Diversified,2,Turkey,Turkey,True,M,0
Manufacturing,2,Italy,Italy,True,M,0
